Resource ID,Service Name,Usage Quantity,Usage Unit,Region/Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
dataflow-005194,Dataflow,3916.5089,Hours,us-east1,58.68,66.24,861701092.0,2748610832.0,2024-05-09,2024-05-23,0.02167572,81.69513883,81.695139,6862.3917
cloud-sql-005195,Cloud SQL,1845.2193,Hours,europe-west3,67.77,62.39,1955795203.0,352901521.0,2023-05-28,2023-06-27,1.69992587,3400.07729316,3400.077293,285606.4926
container-re-005196,Container Registry,226.1655,GB,northamerica-northeast1,10.96,20.49,638901488.0,1312000798.0,2024-12-06,2025-01-05,0.026,6.06460993,6.06461,509.4272
cloud-build-005197,Cloud Build,18.007,Hours,northamerica-northeast1,44.83,30.83,55745605.0,63131716.0,2023-05-31,2023-06-01,0.00553667,0.09931751,0.099318,8.3427
cloud-nat-005198,Cloud NAT,942.8765,Hours,southamerica-east1,2.17,4.43,167242391.0,108915566.0,2023-02-20,2023-03-22,0.00450938,5.02605099,5.026051,422.1883
cloud-vpn-005199,Cloud VPN,5700.6536,Hours,australia-southeast1,7.8,6.43,134248704.0,1011494645.0,2023-02-15,2023-02-22,0.06618353,436.99974148,436.999741,36707.9783
cloud-interc-005200,Cloud Interconnect,1381.5019,Hours,us-east1,8.29,8.13,55214012369.0,10607786063.0,2023-12-03,2024-01-02,0.24322988,351.42893684,351.428937,29520.0307
cloud-interc-005201,Cloud Interconnect,1978.6756,Hours,asia-northeast1,15.71,13.92,43265549851.0,16203323460.0,2024-08-25,2024-09-24,0.19530557,450.22626446,450.226264,37819.0062
dataflow-005202,Dataflow,26.9864,Hours,australia-southeast1,82.33,98.68,2110000671.0,84877551.0,2024-09-15,2024-10-15,0.05202752,1.60916416,1.609164,135.1698
cloud-vpn-005203,Cloud VPN,4714.6794,Hours,asia-east1,8.81,11.29,247273552.0,480196994.0,2024-08-01,2024-08-31,0.11451729,577.54456106,577.544561,48513.7431
cloud-endpoi-005204,Cloud Endpoints,968302.4777,Requests,europe-north1,8.59,11.27,31082150.0,24861466.0,2023-05-14,2023-05-28,6.09e-06,6.16090374,6.160904,517.5159
compute-engi-005205,Compute Engine,2879.8306,Hours,northamerica-northeast1,33.67,25.41,3041805927.0,183479407.0,2024-11-30,2024-12-01,3.32089429,10071.31369586,10071.313696,845990.3505
cloud-memory-005206,Cloud Memorystore,1958.2686,Hours,southamerica-east1,56.3,86.28,364494684.0,11473331.0,2024-08-10,2024-08-11,0.11624857,259.10832305,259.108323,21765.0991
cloud-vpn-005207,Cloud VPN,2303.0616,Hours,europe-west3,2.16,0.66,1017331399.0,3460396765.0,2024-04-20,2024-05-21,0.06751515,164.49043675,164.490437,13817.1967
cloud-load-b-005208,Cloud Load Balancing,3559.8068,Hours,australia-southeast1,23.12,30.34,3444605478.0,18228290849.0,2023-03-10,2023-04-09,0.01476554,60.86602217,60.866022,5112.7459
cloud-cdn-005209,Cloud CDN,102.9796,GB,europe-west1,10.06,12.49,3453457907.0,2365159886.0,2023-06-25,2023-07-09,0.01009079,1.15557413,1.155574,97.0682
cloud-run-005210,Cloud Run,338.9473,Hours,us-central1,77.83,82.02,61617287.0,15158570.0,2023-01-26,2023-02-25,0.0001007,0.03376958,0.03377,2.8366
cloud-functi-005211,Cloud Functions,33816376.8524,Requests,southamerica-east1,20.46,27.09,1475002564.0,614668637.0,2023-01-11,2023-01-18,1.67e-06,68.50078071,68.500781,5754.0656
cloud-datapr-005212,Cloud Dataproc,144.0573,Hours,europe-west1,58.27,67.75,355354685.0,89485648.0,2024-07-12,2024-07-19,0.03682383,5.66244559,5.662446,475.6454
dataflow-005213,Dataflow,32.3682,Hours,us-central1,76.44,78.35,4207217531.0,55871771.0,2024-10-16,2024-10-17,0.03118855,0.99028976,0.99029,83.1843
cloud-load-b-005214,Cloud Load Balancing,7150.0552,Hours,asia-northeast1,21.2,27.14,1137678320.0,1197366798.0,2024-05-06,2024-05-20,0.01441549,118.36238371,118.362384,9942.4402
cloud-datapr-005215,Cloud Dataproc,11.4769,Hours,us-west1,43.79,56.05,314619533.0,25418143.0,2024-12-23,2025-01-06,0.02466319,0.28443311,0.284433,23.8924
cloud-armor-005216,Cloud Armor,11618138.1238,Requests,europe-north1,5.39,2.02,79375971.0,10343494.0,2023-02-18,2023-03-21,3.86e-06,48.76648617,48.766486,4096.3848
cloud-vpc-005217,Cloud VPC,1659.2236,Hours,australia-southeast1,7.06,16.23,9399099272.0,2116306519.0,2023-07-13,2023-07-14,0.00561905,10.74398823,10.743988,902.495
container-re-005218,Container Registry,137.6266,GB,us-central1,17.61,32.08,771824306.0,94995385.0,2024-12-24,2025-01-07,0.026,3.73721941,3.737219,313.9264
cloud-load-b-005219,Cloud Load Balancing,7342.1817,Hours,us-central1,25.63,26.05,504341754.0,11067139479.0,2024-04-09,2024-04-10,0.00938458,72.24139421,72.241394,6068.2771
cloud-spanne-005220,Cloud Spanner,1722.153,Hours,us-west1,78.9,66.8,1104177034.0,334255550.0,2023-01-28,2023-02-04,1.95066575,3476.29156472,3476.291565,292008.4914
bigquery-005221,BigQuery,103.4182,GB,us-central1,36.24,33.8,19086452.0,214037724.0,2023-11-07,2023-11-08,0.04697867,5.06044852,5.060449,425.0777
cloud-nat-005222,Cloud NAT,1934.3498,Hours,asia-east1,0.88,0.74,777258437.0,432614540.0,2023-12-04,2023-12-05,0.00586784,13.05103692,13.051037,1096.2871
cloud-endpoi-005223,Cloud Endpoints,91681.2464,Requests,us-east1,14.4,17.74,207507065.0,8134860.0,2024-10-08,2024-11-07,9.45e-06,0.902218,0.902218,75.7863
cloud-nat-005224,Cloud NAT,2916.1323,Hours,southamerica-east1,0.1,0.1,379823921.0,1972357755.0,2023-09-23,2023-09-30,0.00787568,27.7124879,27.712488,2327.849
cloud-nat-005225,Cloud NAT,2154.746,Hours,northamerica-northeast1,5.45,9.75,106163764.0,1201993177.0,2024-04-20,2024-05-20,0.00154577,3.57910924,3.579109,300.6452
cloud-nat-005226,Cloud NAT,7579.3772,Hours,europe-north1,8.15,13.16,10199713616.0,797318577.0,2023-08-18,2023-09-01,0.0069045,57.93022242,57.930222,4866.1387
firestore-005227,Firestore,13813538.0014,Requests,us-central1,19.76,25.05,143257976.0,1973566.0,2024-04-10,2024-05-10,8.8e-07,12.12963624,12.129636,1018.8894
cloud-armor-005228,Cloud Armor,131945.1705,Requests,us-east1,7.97,5.91,39281613.0,3419134.0,2024-04-28,2024-05-28,5.29e-06,0.72370131,0.723701,60.7909
cloud-functi-005229,Cloud Functions,14712517.7617,Requests,us-central1,15.92,22.85,103321148.0,85188773.0,2024-03-06,2024-04-05,1.35e-06,19.89285607,19.892856,1670.9999
pub-sub-005230,Pub/Sub,50.2839,GB,northamerica-northeast1,31.91,40.35,1189758090.0,32832620.0,2023-09-28,2023-10-29,0.06338445,3.42976441,3.429764,288.1002
cloud-interc-005231,Cloud Interconnect,6167.4807,Hours,southamerica-east1,6.25,4.96,14101677888.0,20752648443.0,2023-10-15,2023-11-14,0.3139919,2238.00134129,2238.001341,187992.1127
firestore-005232,Firestore,3499680.982,Requests,northamerica-northeast1,9.67,13.46,254762215.0,16298220.0,2023-08-11,2023-09-10,1.79e-06,6.51490543,6.514905,547.2521
cloud-nat-005233,Cloud NAT,1092.3551,Hours,asia-east1,12.01,15.72,2105903620.0,66907846.0,2023-12-16,2024-01-15,0.00146318,1.68301366,1.683014,141.3731
compute-engi-005234,Compute Engine,4348.1394,Hours,us-central1,59.83,68.78,434992137.0,238647318.0,2024-01-04,2024-02-03,1.35204263,6130.9306584,6130.930658,514998.1753
cloud-spanne-005235,Cloud Spanner,829.0943,Hours,europe-west3,42.37,44.76,890905718.0,433923234.0,2023-05-01,2023-05-08,2.90206263,2587.17628761,2587.176288,217322.8082
cloud-vpn-005236,Cloud VPN,2230.9804,Hours,northamerica-northeast1,9.25,9.89,390501616.0,351176498.0,2024-02-06,2024-02-20,0.078993,187.54357083,187.543571,15753.6599
kubernetes-e-005237,Kubernetes Engine,1059.368,Hours,europe-west1,77.82,59.92,747875038.0,2196875851.0,2024-03-04,2024-03-18,0.06087469,68.25196908,68.251969,5733.1654
cloud-sql-005238,Cloud SQL,3059.1106,Hours,asia-southeast1,39.81,53.11,2313375646.0,1763705239.0,2023-06-20,2023-07-04,1.04811877,3494.9835335,3494.983533,293578.6168
cloud-load-b-005239,Cloud Load Balancing,1209.5711,Hours,europe-north1,23.65,28.71,493899969.0,5944902554.0,2024-11-27,2024-11-28,0.00817708,10.73469581,10.734696,901.7144
cloud-storag-005240,Cloud Storage,141133.1185,GB,europe-north1,9.33,21.34,7982153893.0,1823631494.0,2024-12-02,2024-12-16,0.01886629,2829.40715532,2829.407155,237670.201
ai-platform-005241,AI Platform,92.7506,Hours,europe-west3,71.67,67.66,333718716.0,76065754.0,2024-01-24,2024-02-23,0.88442371,92.65630387,92.656304,7783.1295
container-re-005242,Container Registry,83.4173,GB,us-west1,14.63,18.01,61789401.0,41824883.0,2024-02-22,2024-02-23,0.026,2.23251926,2.232519,187.5316
cloud-vpc-005243,Cloud VPC,6221.6153,Hours,northamerica-northeast1,12.77,17.03,25440230295.0,4429043812.0,2023-02-04,2023-03-06,0.00894837,55.15274505,55.152745,4632.8306
cloud-sql-005244,Cloud SQL,808.0533,Hours,northamerica-northeast1,44.07,48.21,1490103162.0,1599757678.0,2024-09-02,2024-09-16,2.29576836,1864.27028628,1864.270286,156598.704
cloud-vpn-005245,Cloud VPN,1269.9518,Hours,us-central1,7.85,2.84,3376528349.0,140974298.0,2024-02-21,2024-02-28,0.09684359,122.02796807,122.027968,10250.3493
cloud-data-f-005246,Cloud Data Fusion,177.271,Hours,us-west1,53.83,42.08,374061366.0,339489158.0,2024-03-30,2024-03-31,0.39689801,70.33015999,70.33016,5907.7334
cloud-sql-005247,Cloud SQL,2891.2116,Hours,australia-southeast1,77.77,68.82,3046443452.0,4300880376.0,2024-01-02,2024-01-09,1.47791991,4883.64690313,4883.646903,410226.3399
cloud-data-f-005248,Cloud Data Fusion,586.6283,Hours,us-east1,54.18,61.7,893027379.0,344890713.0,2023-02-03,2023-02-17,0.90518435,553.47773597,553.477736,46492.1298
cloud-data-f-005249,Cloud Data Fusion,3.56,Hours,europe-north1,32.64,50.87,56740811.0,2780062.0,2023-07-26,2023-08-02,1.15039464,4.41346042,4.41346,370.7307
cloud-endpoi-005250,Cloud Endpoints,586353.9831,Requests,asia-east1,5.04,14.72,196709453.0,103827123.0,2023-05-27,2023-06-03,9.2e-06,6.03241208,6.032412,506.7226
cloud-functi-005251,Cloud Functions,27745083.1515,Requests,europe-west3,19.69,19.92,71124390.0,504052860.0,2023-01-24,2023-02-23,2.27e-06,69.50109591,69.501096,5838.0921
cloud-nat-005252,Cloud NAT,3955.6794,Hours,us-central1,8.33,6.27,958750232.0,587293389.0,2023-09-22,2023-10-22,0.00102076,4.22417171,4.224172,354.8304
compute-engi-005253,Compute Engine,1703.5271,Hours,europe-west1,100.0,100.0,2167474578.0,80383680.0,2024-11-01,2024-11-08,2.42420896,4296.6078918,4296.607892,360915.0629
cloud-nat-005254,Cloud NAT,913.7352,Hours,europe-west1,7.24,5.5,846169478.0,375250299.0,2023-05-24,2023-06-23,0.00555263,5.40823846,5.408238,454.292
cloud-endpoi-005255,Cloud Endpoints,140481.9472,Requests,northamerica-northeast1,9.39,13.16,26938004.0,40834533.0,2023-02-19,2023-02-20,2.839e-05,4.06522071,4.065221,341.4785
cloud-functi-005256,Cloud Functions,3936626.1534,Requests,southamerica-east1,8.61,21.35,157186704.0,15405487.0,2024-07-23,2024-08-06,2.04e-06,9.77925594,9.779256,821.4575
cloud-load-b-005257,Cloud Load Balancing,3074.6731,Hours,australia-southeast1,9.89,16.79,1069592901.0,4881131027.0,2023-04-20,2023-04-27,0.02080854,74.21062126,74.210621,6233.6922
cloud-storag-005258,Cloud Storage,126.0025,GB,asia-east1,9.41,14.94,17984375807.0,2355789952.0,2023-09-20,2023-09-27,0.01197629,1.59820609,1.598206,134.2493
cloud-cdn-005259,Cloud CDN,402137.4496,GB,southamerica-east1,20.66,23.62,7052053096.0,4587571305.0,2023-01-07,2023-01-21,0.01292237,5834.2444804,5834.24448,490076.5364
cloud-interc-005260,Cloud Interconnect,786.2327,Hours,asia-southeast1,2.26,8.47,1797442344.0,1352849340.0,2024-01-09,2024-01-23,0.30070887,272.83280896,272.832809,22917.956
cloud-run-005261,Cloud Run,218.721,Hours,southamerica-east1,19.01,49.39,1510736533.0,471676535.0,2024-06-26,2024-07-26,0.00010732,0.02638146,0.026381,2.216
dataflow-005262,Dataflow,152.3111,Hours,asia-southeast1,69.51,73.95,832978944.0,210898049.0,2023-02-13,2023-02-20,0.01685276,2.94109689,2.941097,247.0521
cloud-build-005263,Cloud Build,1.1985,Hours,australia-southeast1,51.92,47.43,25443941.0,124434530.0,2023-03-18,2023-04-18,0.005698,0.00784423,0.007844,0.6589
compute-engi-005264,Compute Engine,8019.5116,Hours,us-west1,19.19,29.07,2043642100.0,809707241.0,2023-11-30,2023-12-30,4.15204136,32587.72936539,32587.729365,2737369.2667
cloud-vpn-005265,Cloud VPN,5478.448,Hours,us-central1,5.2,5.52,760627972.0,830874549.0,2024-11-08,2024-11-15,0.10658603,598.69681503,598.696815,50290.5325
pub-sub-005266,Pub/Sub,395.342,GB,northamerica-northeast1,21.8,16.78,1245172147.0,747648483.0,2023-06-13,2023-07-14,0.04608948,19.41790358,19.417904,1631.1039
firestore-005267,Firestore,60999936.9962,Requests,asia-northeast1,6.7,5.85,200911713.0,39053650.0,2023-09-15,2023-10-15,1.28e-06,88.54492757,88.544928,7437.7739
cloud-run-005268,Cloud Run,264.0392,Hours,asia-southeast1,47.8,50.72,568068748.0,9577155.0,2024-08-13,2024-09-12,0.00016664,0.04612627,0.046126,3.8746
cloud-nat-005269,Cloud NAT,745.2901,Hours,europe-north1,4.62,7.66,2347631093.0,331474314.0,2023-11-04,2023-11-11,0.00275228,2.18318491,2.183185,183.3875
cloud-data-f-005270,Cloud Data Fusion,22.3175,Hours,southamerica-east1,56.81,65.29,149184380.0,31683921.0,2024-07-24,2024-08-23,0.36647822,9.51070238,9.510702,798.899
cloud-armor-005271,Cloud Armor,2071103.9357,Requests,us-west1,3.54,6.48,14882832.0,2105823.0,2023-02-12,2023-02-19,7.43e-06,15.59967019,15.59967,1310.3723
cloud-armor-005272,Cloud Armor,268970.9845,Requests,asia-southeast1,10.11,10.07,22069705.0,9689991.0,2023-01-22,2023-01-29,1.436e-05,4.18922487,4.189225,351.8949
pub-sub-005273,Pub/Sub,278.9278,GB,asia-east1,4.46,15.1,517936407.0,2495339659.0,2023-03-26,2023-04-25,0.04892672,14.92672542,14.926725,1253.8449
cloud-functi-005274,Cloud Functions,3125126.8601,Requests,asia-northeast1,1.57,11.48,760992877.0,95887559.0,2024-02-12,2024-02-19,6.9e-07,2.38476769,2.384768,200.3205
firestore-005275,Firestore,183783.0766,Requests,asia-northeast1,12.58,18.82,174564968.0,16990365.0,2023-02-26,2023-03-28,1.1e-06,0.23077287,0.230773,19.3849
cloud-sql-005276,Cloud SQL,5069.8692,Hours,europe-west1,79.44,65.94,1034691938.0,1015962287.0,2024-10-27,2024-11-26,1.25524732,7040.04214431,7040.042144,591363.5401
cloud-nat-005277,Cloud NAT,1368.3814,Hours,us-east1,9.23,4.53,641049334.0,661383621.0,2024-11-27,2024-12-27,0.00253729,3.49932694,3.499327,293.9435
bigquery-005278,BigQuery,1374.7229,GB,australia-southeast1,36.08,39.08,57135466.0,448583104.0,2024-02-12,2024-02-13,0.0395151,59.07589863,59.075899,4962.3755
cloud-interc-005279,Cloud Interconnect,5396.0242,Hours,us-west1,12.35,13.91,4050938590.0,545010986.0,2024-07-09,2024-08-09,0.14074843,794.30168474,794.301685,66721.3415
cloud-vpn-005280,Cloud VPN,1038.2602,Hours,europe-west1,3.8,0.1,1062052136.0,1771819940.0,2024-06-03,2024-07-04,0.07379077,84.59818219,84.598182,7106.2473
cloud-vpc-005281,Cloud VPC,3619.1004,Hours,australia-southeast1,4.36,8.37,1128106949.0,298539307.0,2024-02-12,2024-03-13,0.0048362,20.55693171,20.556932,1726.7823
cloud-armor-005282,Cloud Armor,4020853.9346,Requests,europe-north1,1.4,5.89,4818142.0,22012663.0,2023-12-10,2023-12-24,5.35e-06,22.1408322,22.140832,1859.8299
cloud-nat-005283,Cloud NAT,3797.7995,Hours,northamerica-northeast1,11.29,7.2,953848389.0,517127262.0,2023-03-19,2023-03-26,0.00408017,16.19292304,16.192923,1360.2055
firestore-005284,Firestore,10782.9908,Requests,asia-northeast1,12.59,21.27,124081863.0,212412166.0,2024-09-27,2024-10-27,1.04e-06,0.01219933,0.012199,1.0247
kubernetes-e-005285,Kubernetes Engine,3317.9722,Hours,asia-northeast1,67.09,37.71,4386717893.0,819489569.0,2024-08-02,2024-08-16,0.0862321,313.80565369,313.805654,26359.6749
cloud-spanne-005286,Cloud Spanner,1006.1757,Hours,us-east1,44.64,66.9,1430561903.0,39495411.0,2023-05-16,2023-05-17,1.0545893,1069.97702399,1069.977024,89878.07
cloud-cdn-005287,Cloud CDN,373.5675,GB,asia-east1,27.6,27.72,5299248835.0,16764729127.0,2023-05-03,2023-06-02,0.01668587,6.96443776,6.964438,585.0128
cloud-memory-005288,Cloud Memorystore,1058.1487,Hours,asia-southeast1,68.06,89.74,537200238.0,54693920.0,2023-09-01,2023-09-08,0.11997878,144.4159841,144.415984,12130.9427
ai-platform-005289,AI Platform,3.4166,Hours,europe-north1,66.15,75.93,143271628.0,79810720.0,2024-08-12,2024-09-11,2.18664812,8.32448583,8.324486,699.2568
cloud-load-b-005290,Cloud Load Balancing,943.2575,Hours,southamerica-east1,17.68,21.33,7622995786.0,1260837835.0,2023-06-15,2023-07-15,0.01710395,19.59776718,19.597767,1646.2124
container-re-005291,Container Registry,1.9321,GB,europe-west1,0.1,0.1,9156111.0,20559464.0,2023-11-27,2023-12-27,0.026,0.05550148,0.055501,4.6621
compute-engi-005292,Compute Engine,3254.5854,Hours,us-east1,58.14,62.99,206070578.0,120760168.0,2024-03-30,2024-03-31,4.38144403,13995.19566017,13995.19566,1175596.4355
cloud-sql-005293,Cloud SQL,6174.015,Hours,europe-west1,56.24,49.21,17372880027.0,849498805.0,2024-04-15,2024-04-29,3.48230296,23248.54387166,23248.543872,1952877.6852
cloud-interc-005294,Cloud Interconnect,2334.0138,Hours,asia-southeast1,12.79,14.82,28952906400.0,20956365464.0,2023-11-03,2023-12-03,0.15720073,407.65000416,407.650004,34242.6003
cloud-run-005295,Cloud Run,636.6055,Hours,asia-southeast1,26.91,56.16,3999367623.0,15133291.0,2024-01-30,2024-02-06,0.00013377,0.09418745,0.094187,7.9117
cloud-vpc-005296,Cloud VPC,1539.8784,Hours,australia-southeast1,8.56,11.51,2188443727.0,10891137814.0,2024-12-10,2024-12-11,0.00617594,10.5988189,10.598819,890.3008
cloud-spanne-005297,Cloud Spanner,7252.5535,Hours,us-west1,73.89,81.88,7442728196.0,520793079.0,2024-04-05,2024-04-12,1.81191086,12612.10048506,12612.100485,1059416.4407
cloud-sql-005298,Cloud SQL,1385.56,Hours,northamerica-northeast1,87.19,100.0,4339423990.0,1329479360.0,2023-06-25,2023-07-25,0.68319115,968.30039775,968.300398,81337.2334
cloud-interc-005299,Cloud Interconnect,6185.0181,Hours,australia-southeast1,0.14,3.8,139087563803.0,4822318640.0,2024-10-06,2024-11-05,0.33018616,2406.88670724,2406.886707,202178.4834
cloud-sql-005300,Cloud SQL,8221.8614,Hours,southamerica-east1,25.49,56.43,2325840448.0,272048047.0,2024-05-22,2024-05-29,1.32797246,12964.67955208,12964.679552,1089033.0824
cloud-spanne-005301,Cloud Spanner,4738.1042,Hours,asia-northeast1,29.31,43.2,1071938717.0,277622126.0,2023-12-12,2024-01-12,2.68796016,13619.88576133,13619.885761,1144070.404
cloud-endpoi-005302,Cloud Endpoints,3197079.8906,Requests,southamerica-east1,3.89,4.56,30234772.0,151134657.0,2024-11-23,2024-12-23,1.956e-05,74.77480542,74.774805,6281.0837
cloud-vpn-005303,Cloud VPN,2751.3252,Hours,asia-east1,14.88,11.41,1039018115.0,104184994.0,2023-08-20,2023-08-27,0.05187628,150.95181616,150.951816,12679.9526
cloud-interc-005304,Cloud Interconnect,6250.1559,Hours,asia-southeast1,12.97,11.91,26559163816.0,9054790045.0,2023-10-28,2023-11-11,0.48245394,3481.86434675,3481.864347,292476.6051
container-re-005305,Container Registry,1.0841,GB,asia-east1,11.04,20.45,6067174.0,3548134.0,2023-02-21,2023-03-23,0.026,0.03173134,0.031731,2.6654
firestore-005306,Firestore,893327.5989,Requests,europe-west1,7.27,13.33,978864888.0,46212716.0,2024-05-09,2024-05-16,9.5e-07,0.91517451,0.915175,76.8747
cloud-data-f-005307,Cloud Data Fusion,595.0803,Hours,europe-west3,100.0,92.24,275556314.0,413662357.0,2024-01-27,2024-02-26,1.05829597,691.00804205,691.008042,58044.6755
cloud-cdn-005308,Cloud CDN,259159.7896,GB,europe-west1,26.4,21.81,1888716481.0,5537062852.0,2023-09-25,2023-10-25,0.01064989,2898.16151913,2898.161519,243445.5676
compute-engi-005309,Compute Engine,900.6261,Hours,australia-southeast1,89.75,100.0,111333602.0,83982627.0,2023-02-24,2023-03-26,4.30901826,4279.40423545,4279.404235,359469.9558
container-re-005310,Container Registry,3.5366,GB,asia-east1,2.79,21.21,33287170.0,247138679.0,2023-04-13,2023-05-13,0.026,0.10256016,0.10256,8.6151
firestore-005311,Firestore,71866.1011,Requests,asia-northeast1,11.64,15.3,209065538.0,61834848.0,2024-04-16,2024-04-23,9.7e-07,0.08000491,0.080005,6.7204
cloud-armor-005312,Cloud Armor,769060.8381,Requests,europe-north1,0.1,2.06,4593733.0,8151566.0,2024-05-18,2024-06-18,1.186e-05,9.38959937,9.389599,788.7263
ai-platform-005313,AI Platform,5.2197,Hours,asia-east1,82.74,85.34,52099591.0,27213940.0,2024-10-11,2024-10-12,4.139356,24.84436994,24.84437,2086.9271
cloud-endpoi-005314,Cloud Endpoints,9018975.6519,Requests,australia-southeast1,13.88,19.34,50840962.0,178412524.0,2023-12-04,2024-01-03,1.037e-05,106.29285935,106.292859,8928.6002
cloud-interc-005315,Cloud Interconnect,3557.6415,Hours,asia-southeast1,7.24,11.49,34310867213.0,758898294.0,2023-06-11,2023-07-11,0.42532885,1738.89663171,1738.896632,146067.3171
pub-sub-005316,Pub/Sub,2642.162,GB,us-east1,10.11,6.81,225190849.0,168014654.0,2023-11-27,2023-12-27,0.06734781,176.01096818,176.010968,14784.9213
cloud-spanne-005317,Cloud Spanner,1355.9724,Hours,northamerica-northeast1,69.47,78.1,1446648798.0,813920525.0,2023-03-26,2023-04-26,2.1497698,3129.40723616,3129.407236,262870.2078
cloud-data-f-005318,Cloud Data Fusion,2.9392,Hours,asia-southeast1,52.92,61.26,69677784.0,66662448.0,2024-03-17,2024-04-16,0.60601564,2.00739106,2.007391,168.6208
kubernetes-e-005319,Kubernetes Engine,811.7278,Hours,australia-southeast1,56.59,49.05,591132081.0,3275014518.0,2024-02-17,2024-03-02,0.02825131,26.94525435,26.945254,2263.4014
compute-engi-005320,Compute Engine,4189.5929,Hours,us-central1,65.53,66.88,48819660.0,172285901.0,2023-01-17,2023-02-16,2.86633576,11529.60221368,11529.602214,968486.5859
cloud-run-005321,Cloud Run,3926.4116,Hours,europe-north1,38.51,24.81,287384494.0,215363323.0,2024-04-09,2024-04-23,0.00016188,0.6952706,0.695271,58.4027
cloud-interc-005322,Cloud Interconnect,1356.7248,Hours,asia-southeast1,13.0,13.59,4149196426.0,1402534550.0,2024-04-07,2024-05-07,0.38189555,598.00441413,598.004414,50232.3708
cloud-load-b-005323,Cloud Load Balancing,831.72,Hours,europe-west1,23.81,27.91,295352375.0,2703635672.0,2023-09-24,2023-10-24,0.02365831,21.74214353,21.742144,1826.3401
cloud-data-f-005324,Cloud Data Fusion,59.3053,Hours,us-east1,12.92,29.68,158326182.0,211072516.0,2023-09-12,2023-09-19,0.85888735,50.80426846,50.804268,4267.5586
kubernetes-e-005325,Kubernetes Engine,2194.1426,Hours,us-west1,76.13,73.44,2717721220.0,999550398.0,2023-03-04,2023-04-03,0.04273163,96.27212119,96.272121,8086.8582
cloud-functi-005326,Cloud Functions,826667.8757,Requests,us-central1,15.55,13.92,85661711.0,562967319.0,2023-08-19,2023-09-18,8.9e-07,0.69899849,0.698998,58.7159
cloud-vpn-005327,Cloud VPN,1614.6678,Hours,europe-west3,6.33,9.08,266531342.0,1198223303.0,2024-08-24,2024-08-25,0.07120117,124.25724354,124.257244,10437.6085
pub-sub-005328,Pub/Sub,9034.8838,GB,us-east1,18.16,32.22,493804592.0,169293984.0,2024-08-27,2024-09-26,0.06066669,530.49453376,530.494534,44561.5408
cloud-data-f-005329,Cloud Data Fusion,4.3341,Hours,southamerica-east1,57.89,71.98,46097815.0,16867651.0,2024-04-25,2024-05-25,0.73817256,3.78659829,3.786598,318.0743
cloud-endpoi-005330,Cloud Endpoints,54804.9679,Requests,southamerica-east1,12.52,16.37,24092674.0,21152537.0,2023-04-11,2023-05-11,2.822e-05,1.86559378,1.865594,156.7099
cloud-endpoi-005331,Cloud Endpoints,4948101.8759,Requests,europe-north1,18.08,14.73,6608827.0,20993973.0,2023-12-15,2023-12-22,2.134e-05,114.93167581,114.931676,9654.2608
bigquery-005332,BigQuery,25.4615,GB,asia-southeast1,33.98,34.07,228443821.0,67196285.0,2023-08-24,2023-09-07,0.0130421,0.36557257,0.365573,30.7081
cloud-interc-005333,Cloud Interconnect,3009.6609,Hours,northamerica-northeast1,10.79,15.06,6270472113.0,1816213170.0,2023-09-17,2023-09-18,0.21843869,712.73692718,712.736927,59869.9019
firestore-005334,Firestore,120635.4621,Requests,northamerica-northeast1,26.4,27.3,123222621.0,6417066.0,2023-06-11,2023-06-12,6.5e-07,0.07860693,0.078607,6.603
cloud-armor-005335,Cloud Armor,16489299.3061,Requests,europe-west3,10.16,7.33,9223420.0,2871638.0,2023-02-19,2023-02-26,7.21e-06,125.63667368,125.636674,10553.4806
ai-platform-005336,AI Platform,360.1564,Hours,northamerica-northeast1,71.63,71.54,145081391.0,798643626.0,2024-12-26,2024-12-27,1.51325653,551.51142395,551.511424,46326.9596
cloud-spanne-005337,Cloud Spanner,1416.5093,Hours,asia-east1,69.15,89.57,560850858.0,938448464.0,2024-08-24,2024-09-24,2.99510052,4529.18928239,4529.189282,380451.8997
bigquery-005338,BigQuery,3895.1225,GB,europe-north1,34.25,28.0,309658433.0,5764077743.0,2023-06-05,2023-06-12,0.03591847,151.47135657,151.471357,12723.594
cloud-interc-005339,Cloud Interconnect,887.6676,Hours,europe-west1,5.42,15.11,7331359589.0,17747665523.0,2024-02-07,2024-02-21,0.32929242,313.47477841,313.474778,26331.8814
cloud-memory-005340,Cloud Memorystore,1301.0928,Hours,europe-west1,51.3,83.89,219058333.0,807192205.0,2023-03-31,2023-04-07,0.16334433,222.12768769,222.127688,18658.7258
bigquery-005341,BigQuery,23.149,GB,northamerica-northeast1,24.52,13.02,538842287.0,158602419.0,2024-06-13,2024-06-14,0.01622598,0.37361412,0.373614,31.3836
kubernetes-e-005342,Kubernetes Engine,4624.5655,Hours,europe-west1,62.98,57.55,279920998.0,491619552.0,2023-01-22,2023-02-05,0.07563034,378.87329844,378.873298,31825.3571
cloud-interc-005343,Cloud Interconnect,8214.1064,Hours,us-central1,14.97,12.4,8853795893.0,15827724680.0,2023-09-18,2023-10-19,0.32741168,2712.1593086,2712.159309,227821.3819
